Original Index,Title,Location,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,Pincode,Tender Reference Number,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,Unnamed: 18
2410,Revival of KALAM-III LIP under BHAWANIPATNA Block in Kalahandi District,Laikera,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of KALAM-III LIP under Bhawanipatna Block in Kalahandi District,"40,97,749",Toll Gate,,768215,NO. 45/TOLL/OBCC/2022-23,2022_OBCC_83411_1,Open Tender,Works,Nil,Nil,"4,933,333",13-Dec-2022,"INR 4,933,333",
2411,Revival of GANDABASA-II LIP under BHAWANIPATNA Block in Kalahandi District,Subalaya,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of GANDABASA-II LIP under Bhawanipatna Block in Kalahandi District,"17,47,009",Toll Gate,,767018,NO.42/TOLL/OBCC/2022-23,2022_OBCC_82729_4,Open Tender,Works,Nil,Nil,"1,787,333.33",28-Nov-2022,"INR 1,787,333.33",
2412,Revival of DUMURIA LIP under BHAWANIPATNA BLOCK in Kalahandi District,Rampur,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of DUMURIA LIP under Bhawanipatna Block in Kalahandi District,"1,97,08,325",Toll Gate,,767045,NO.42/TOLL/OBCC/2022-23,2022_OBCC_82729_1,Open Tender,Works,Nil,Nil,"21,345,666",06-Dec-2022,"INR 21,345,666",
2413,Revival of JODABANDHA-I LIP under NARLA Block in Kalahandi District,Bolangri,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of JODABANDHA-I LIP under NARLA Block in Kalahandi District,"10,25,100",Toll Gate,,767066,NO. 35/TOLL/OBCC/2022-23,2022_OBCC_82316_5,Open Tender,Works,Nil,Nil,"1,032,888",05-Nov-2022,"INR 1,032,888",
2418,Revival of SARGIGUDA-II LIP under NARLA Block in Kalahandi District,Ganjam,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of SARGIGUDA-II LIP under NARLA Block in Kalahandi District,"4,95,111",Toll Gate,,751477,NO. 10/TOLL/OBCC/2022-23,2022_OBCC_78698_7,Open Tender,Works,Nil,Nil,"585,111",21-Jul-2022,"INR 585,111",
2419,Revival of JODABANDHA-IV LIP under NARLA Block in Kalahandi District,Athagarh,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of JODABANDHA-IV LIP under NARLA Block in Kalahandi District,"1,93,77,773",Toll Gate,,754029,NO. 10/TOLL/OBCC/2022-23,2022_OBCC_78698_6,Open Tender,Works,Nil,Nil,"22,121,777.77",03-Sep-2022,"INR 22,121,777.77",
2421,Revival of JODABANDHA-III LIP under NARLA Block in Kalahandi District,Patnagarh,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of JODABANDHA-III LIP under NARLA Block in Kalahandi District,"3,81,834",Toll Gate,,767025,NO. 10/TOLL/OBCC/2022-23,2022_OBCC_78698_4,Open Tender,Works,Nil,Nil,"385,100",05-Aug-2022,"INR 385,100",
2422,Revival of GHODABANDHA-II LIP under NARLA Block in Kalahandi District,Jarda,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of GHODABANDHA-II LIP under NARLA Block in Kalahandi District,"23,40,899",Toll Gate,,770043,NO. 10/TOLL/OBCC/2022-23,2022_OBCC_78698_2,Open Tender,Works,Nil,Nil,"2,361,999",26-Jul-2022,"INR 2,361,999",
2424,Revival of CHANDOPALA-IV LIP under BHAWANIPATNA BLOCK in Kalahandi District,Pithaguda,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of CHANDOPALA-IV LIP under Bhawanipatna Block in Kalahandi District,"22,97,737",Toll Gate,,764037,NO. 07/TOLL/OBCC/2022-23,2022_OBCC_78026_8,Open Tender,Works,Nil,Nil,"2,837,777",26-Aug-2022,"INR 2,837,777",
2425,Revival of LUHAGAON-III LIP under DHARAMGARH Block in Kalahandi District,Tikrapada,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of LUHAGAON-III LIP under DHARAMGARH Block in Kalahandi District,"3,55,493",Toll Gate,,767001,NO. 07/TOLL/OBCC/2022-23,2022_OBCC_78026_3,Open Tender,Works,Nil,Nil,"372,100",12-Jul-2022,"INR 372,100",
2426,Revival of BHATRAGUDA- IV LIP under JUNAGARH Block in Kalahandi District,Bangamunda,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of BHATRAGUDA- IV LIP under JUNAGARH Block in Kalahandi District,"66,67,204",Toll Gate,,767040,NO. 07/TOLL/OBCC/2022-23,2022_OBCC_78026_2,Open Tender,Works,Nil,Nil,"6,689,789",28-Jun-2022,"INR 6,689,789",
2427,Revival of MASIGAON-II LIP under JUNAGARH Block in Kalahandi District,Paralakhemundi,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of MASIGAON-II LIP under JUNAGARH Block in Kalahandi District,"12,37,676",Toll Gate,,761215,NO. 07/TOLL/OBCC/2022-23,2022_OBCC_78026_1,Open Tender,Works,Nil,Nil,"1,250,099",22-Jun-2022,"INR 1,250,099",
2429,Revival of MAHIMA LIP under KOKSARA Block in Kalahandi District,Kendrapada,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of MAHIMA LIP under KOKSARA Block in Kalahandi District,"21,89,267",Toll Gate,,754220,NO. 04 /TOLL/OBCC/2022-23,2022_OBCC_77701_4,Open Tender,Works,Nil,Nil,"2,413,567",28-Jun-2022,"INR 2,413,567",
2430,Revival of NUAMUNDA-II LIP under GOLAMUNDA Block in Kalahandi District,Biraharekrishnapur,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of NUAMUNDA-II LIP under GOLAMUNDA Block in Kalahandi District,"47,43,777",Toll Gate,,752002,NO. 04 /TOLL/OBCC/2022-23,2022_OBCC_77701_10,Open Tender,Works,Nil,Nil,"7,777,777",19-Jul-2022,"INR 7,777,777",
2433,Revival of RENGSAPALI LIP under GOLAMUNDA Block in Kalahandi District,Gunupur,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of RENGSAPALI LIP under GOLAMUNDA Block in Kalahandi District,"41,48,999",Toll Gate,,765022,NO. 03 /TOLL/OBCC/2022-23,2022_OBCC_77395_3,Open Tender,Works,Nil,Nil,"4,419,999",26-May-2022,"INR 4,419,999",
2434,Revival of SANDARLA LIP under TH. RAMPUR Block in Kalahandi District,Barpali,Orissa Bridge and Construction Corporation Ltd,"O/O THE EIC Cum MD, OB AND CC LTD, NAYAPALLI, BBSR",Construction of Head works installation and Energisation of SANDARLA LIP under TH. RAMPUR Block in Kalahandi District,"1,71,11,111",Toll Gate,,768029,NO. 03 /TOLL/OBCC/2022-23,2022_OBCC_77395_10,Open Tender,Works,Nil,Nil,"19,179,999",12-Jul-2022,"INR 19,179,999",
2436,Revival of KATHAKURA-I LIP under TH. RAMPUR Block in Kalahandi District,Jaraka,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,"S.E. Jaraka Irrigation Division, Jaraka",Construction of Head works installation and Energisation of KATHAKURA-I LIP under TH. RAMPUR Block in Kalahandi District,"64,59,392",Civil Works - Others,,755050,JKID-05 OF 2022-23,2022_JIRR_83145_1,National Competitive Bid,Works,Nil,Nil,"5,491,129",12-Jan-2023,"INR 5,491,129",
2441,Revival of GOPALPUR-II LIP under TH. RAMPUR Block in Kalahandi District,Jaraka,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,"S.E. Jaraka Irrigation Division, Jaraka",Construction of Head works installation and Energisation of GOPALPUR-II LIP under TH. RAMPUR Block in Kalahandi District,"22,83,253",Civil Works - Others,,755050,JKID-04 OF 2022-23,2022_JIRR_83086_4,National Competitive Bid,Works,Nil,Nil,"1,940,993",21-Jan-2023,"INR 1,940,993",
2445,Revival of DHOLPAS-II LIP under TH. RAMPUR Block in Kalahandi District,Jaraka,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,"S.E. Jaraka Irrigation Division, Jaraka",Construction of Head works installation and Energisation of DHOLPAS-II LIP under TH. RAMPUR Block in Kalahandi District,"41,56,395",Civil Works - Others,,755050,JKID-04 OF 2022-23,2022_JIRR_83086_2,National Competitive Bid,Works,Nil,Nil,"3,533,351",06-Jan-2023,"INR 3,533,351",
2455,Revival of BILEIKUNI-IV LIP under BHAWANIPATNA BLOCK in Kalahandi District,Jaraka,CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||Jaraka Irr Div Jaraka,"S.E. Jaraka Irrigation Division, Jaraka",Construction of Head works installation and Energisation of Bileikuni-IV LIP under Bhawanipatna Block in Kalahandi District,"41,83,395",Civil Works - Others,,755050,JKID-04 OF 2022-23,2022_JIRR_83086_1,National Competitive Bid,Works,Nil,Nil,"3,556,304",06-Jan-2023,"INR 3,556,304",
2474,Revival of DHOLPAS-I LIP under TH. RAMPUR Block in Kalahandi District,"Gopalpur, Ganjam",EIC-CIVIL||SERNB-CIRCLE-BERHAMPUR,"O/o the CCE, Southern Circle (RandB), Berhampur",Construction of Head works installation and Energisation of DHOLPAS-I LIP under TH. RAMPUR Block in Kalahandi District,"8,67,64,614",Civil Works - Roads,,761002,"CCE, SC-(RandB)-BAM-15/2022-23",2022_EICCL_84769_10,National Competitive Bid,Works,Nil,Nil,"77,732,418",13-Apr-2023,"INR 77,732,418",
2509,Revival of RAGHUNATHPUR LIP under LANJIGARH Block in Kalahandi District,Jeypore,EIC-CIVIL||SERNB-CIRCLE-JEYPORE||EERNB-DIVN-JEYPORE,"O/O the S.E , Jeypore R and B Division",Construction of Head works installation and Energisation of RAGHUNATHPUR LIP under LANJIGARH Block in Kalahandi District,"59,55,000",Civil Works - Buildings,,764001,SE RANDB 04/2022-23,2022_EICCL_82694_6,National Competitive Bid,Works,Nil,Nil,"5,061,457",11-Feb-2023,"INR 5,061,457",
2527,Revival of PANIMUNDA-III LIP under LANJIGARH Block in Kalahandi District.,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of PANIMUNDA-III LIP under LANJIGARH Block in Kalahandi District,"26,44,983",Civil Works - Roads,,753001,SE CTC (RandB)-27 of 2022-23,2022_EICCL_81972_6,National Competitive Bid,Works,Nil,Nil,"2,248,500",25-Dec-2022,"INR 2,248,500",
2528,Revival of PANIMUNDA-II LIP under LANJIGARH Block in Kalahandi District,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of PANIMUNDA-II LIP under LANJIGARH Block in Kalahandi District,"41,43,908",Civil Works - Roads,,753001,SE CTC (RandB)-27 of 2022-23,2022_EICCL_81972_5,National Competitive Bid,Works,Nil,Nil,"3,522,736",25-Dec-2022,"INR 3,522,736",
2529,Revival of PANIMUNDA LIP under LANJIGARH Block in Kalahandi District,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of PANIMUNDA LIP under LANJIGARH Block in Kalahandi District,"38,06,851",Civil Works - Roads,,753001,SE CTC (RandB)-27 of 2022-23,2022_EICCL_81972_4,National Competitive Bid,Works,Nil,Nil,"3,236,204",25-Dec-2022,"INR 3,236,204",
2530,Revival of BORINGPADAR-II LIP under LANJIGARH Block in Kalahandi District,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of BORINGPADAR-II LIP under LANJIGARH Block in Kalahandi District,"24,88,536",Civil Works - Roads,,753001,SE CTC (RandB)-27 of 2022-23,2022_EICCL_81972_3,National Competitive Bid,Works,Nil,Nil,"2,115,504",25-Dec-2022,"INR 2,115,504",
2531,Revival of BILEIKUNI-II LIP under BHAWANIPATNA BLOCK in Kalahandi District,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of Bileikuni-II LIP under Bhawanipatna Block in Kalahandi District,"41,85,686",Civil Works - Roads,,753001,SE CTC (RandB)-27 of 2022-23,2022_EICCL_81972_2,National Competitive Bid,Works,Nil,Nil,"3,558,251",25-Dec-2022,"INR 3,558,251",
2532,Revival of MALPADA-II LIP under KESINGA Block in Kalahandi District,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of MALPADA-II LIP under KESINGA Block in Kalahandi District,"41,26,844",Civil Works - Roads,,753001,SE CTC (RandB)-27 of 2022-23,2022_EICCL_81972_1,National Competitive Bid,Works,Nil,Nil,"3,508,230",25-Dec-2022,"INR 3,508,230",
2544,Revival of KUTINGIPADAR LIP under KESINGA Block in Kalahandi District,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of KUTINGIPADAR LIP under KESINGA Block in Kalahandi District,"39,15,345",Civil Works - Roads,,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_9,National Competitive Bid,Works,Nil,Nil,"3,328,435",02-Dec-2022,"INR 3,328,435",
2545,Revival of RAJAPADA-II LIP under KESINGA Block in Kalahandi District,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of RAJAPADA-II LIP under KESINGA Block in Kalahandi District,"35,49,890",Civil Works - Roads,,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_8,National Competitive Bid,Works,Nil,Nil,"3,017,762",02-Dec-2022,"INR 3,017,762",
2546,Revival of BELKHANDI-V LIP under KESINGA Block in Kalahandi District,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of BELKHANDI-V LIP under KESINGA Block in Kalahandi District,"38,78,622",Civil Works - Roads,,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_7,National Competitive Bid,Works,Nil,Nil,"3,297,217",02-Dec-2022,"INR 3,297,217",
2547,Revival of BELKHANDI-IV LIP under KESINGA Block in Kalahandi District,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of BELKHANDI-IV LIP under KESINGA Block in Kalahandi District,"38,52,439",Civil Works - Roads,,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_6,National Competitive Bid,Works,Nil,Nil,"3,274,959",02-Dec-2022,"INR 3,274,959",
2548,Revival of KARLAKOTA LIP under BHAWANIPATNA Block in Kalahandi District,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of KARLAKOTA LIP under Bhawanipatna Block in Kalahandi District,"33,85,193",Civil Works - Roads,,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_5,National Competitive Bid,Works,Nil,Nil,"2,877,753",02-Dec-2022,"INR 2,877,753",
2549,Revival of GOBARA-II LIP under BHAWANIPATNA Block in Kalahandi District,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of GOBARA-II LIP under Bhawanipatna Block in Kalahandi District,"33,82,613",Civil Works - Roads,,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_4,National Competitive Bid,Works,Nil,Nil,"2,875,559",02-Dec-2022,"INR 2,875,559",
2550,Revival of GOBARA-I LIP under BHAWANIPATNA Block in Kalahandi District,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of GOBARA-I LIP under Bhawanipatna Block in Kalahandi District,"42,04,031",Civil Works - Roads,,753001,SE CTC (RandB)-25 of 2022-23,2022_EICCL_81503_3,National Competitive Bid,Works,Nil,Nil,"3,573,847",02-Dec-2022,"INR 3,573,847",
2554,Revival of TILJODI LIP under BHAWANIPATNA Block in Kalahandi District,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of TILJODI LIP under Bhawanipatna Block in Kalahandi District,"25,43,598",Civil Works - Roads,,753001,SE CTC (RandB)-21 of 2022-23,2022_EICCL_81106_1,National Competitive Bid,Works,Nil,Nil,"2,162,313",21-Jan-2023,"INR 2,162,313",
2597,Revival of BILEIKUNI-I LIP under BHAWANIPATNA BLOCK in Kalahandi District.,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Construction of Head works installation and Energisation of Bileikuni-I LIP under Bhawanipatna Block in Kalahandi District,"43,11,353",Civil Works - Roads,,753001,SE CTC (RandB)-06 of 2022-23,2022_EICCL_77714_4,National Competitive Bid,Works,Nil,Nil,"3,665,081",09-Jun-2022,"INR 3,665,081",
2599,Revival of Erapalli I L.I.Project under Kotpad Block of Koraput District,Cuttack,EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,O/O SE Cuttack RandB Division No.I,Revival of Erapalli I L.I.Project under Kotpad Block of Koraput District,"44,61,977",Civil Works - Roads,,753001,SE CTC (RandB)-06 of 2022-23,2022_EICCL_77714_2,National Competitive Bid,Works,Nil,Nil,"3,793,127",09-Jun-2022,"INR 3,793,127",
2638,Revival of Semelaguda V L.I.Project under Boriguma Block of Koraput District,Sonepur,EIC-CIVIL||SERNB-CIRCLE-BOLANGIR,"O/o CCE, Balangir (R and B) Circle, Balangir",Revival of Semelaguda V L.I.Project under Boriguma Block of Koraput District,"1,63,92,186",Civil Works - Buildings,,767017,CCE (R and B) BGR-12-2021-22,2022_EICCL_76778_1,National Competitive Bid,Works,Nil,Nil,"13,934,997",30-Jun-2022,"INR 13,934,997",
2679,Revival of Motu IV L.I.Project under Podia Block of Malkangiri District,O/O THE SE SAMBALPUR R AND B DIVISION-I,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-SAMBALPUR,O/O THE SE SAMBALPUR R AND B DIVISION-I,Revival of Motu IV L.I.Project under Podia Block of Malkangiri District,"23,00,000",Civil Works - Others,,768001,SE / R AND B / SBP / 33 / 2021-22,2022_EICCL_75357_1,National Competitive Bid,Works,Nil,Nil,"1,911,794",06-Apr-2022,"INR 1,911,794",
2910,Revival of Motu III L.I.Project under Podia Block of Malkangiri District,Bidyadharapur Suniamuhin,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-CUTTACK-II,"O/o the S.E. R.W. Division-II, Cuttack",Revival of Motu III L.I.Project under Podia Block of Malkangiri District,"35,22,000",Civil Works - Roads,,754024,SECTC-II- 13 of 2022-23 dt. 02.12.2022,2022_CERWI_83907_1,National Competitive Bid,Works,Nil,Nil,"2,993,785",05-Jan-2023,"INR 2,993,785",
3041,Revival of Churamula II L.I.Project under Boriguma Block of Koraput District,Bhadrak,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,Bhadrak,Revival of Churamula II L.I.Project under Boriguma Block of Koraput District,"26,55,063",Miscellaneous Works,,756100,TCN-03/RWD-II,2022_CERWI_80434_1,Open Tender,Works,Nil,Nil,"2,257,069",07-Dec-2022,"INR 2,257,069.471",
3044,Revival of Walampalli III L.I.Project under Podia Block of Malkangiri District,Balasore,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE-II,Balasore,Revival of Walampalli III L.I.Project under Podia Block of Malkangiri District,"5,30,202",Civil Works - Roads,,756001,ETCN02/22-23-3,2022_CERWI_80359_1,Open Tender,Works,Nil,Nil,"504,811",23-Sep-2022,"INR 504,811",
3146,Revival of Walampalli II L.I.Project under Podia Block of Malkangiri District,"KARANJIA,MAYURBHANJ",CE RW I||RWCIRCLE-BARIPADA||RW Division Karanjia,"O/O the S.E.R.W.Divison,Karanjia",Revival of Walampalli II L.I.Project under Podia Block of Malkangiri District,"8,03,500",Civil Works - Roads,,757037,RWDKNJ 06/2022-23,2022_CERWI_79771_7,Open Tender,Works,Nil,Nil,"683,055.19",14-Oct-2022,"INR 683,055.19",
3155,Revival of Walampalli I L.I.Project under Podia Block of Malkangiri District,"KARANJIA,MAYURBHANJ",CE RW I||RWCIRCLE-BARIPADA||RW Division Karanjia,"O/O the S.E.R.W.Divison,Karanjia",Revival of Walampalli I L.I.Project under Podia Block of Malkangiri District,"46,90,588",Civil Works - Roads,,757037,RWDKNJ 04/2022-23,2022_CERWI_79762_1,Open Tender,Works,Nil,Nil,"3,987,468.60",24-Sep-2022,"INR 3,987,468.6",
