Title,Location,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,Pincode,Tender Reference Number,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,
Revival of PARIA-II LIP under BHAWANIPATNA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of PARIA-II LIP under Bhawanipatna Block in Kalahandi District,"19,97,073",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_9,National Competitive Bid,Works,Nil,Nil,"1,697,712",30-Jan-2023,"INR 1,697,712",
Revival of PARIA-I LIP under BHAWANIPATNA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of PARIA-I LIP under Bhawanipatna Block in Kalahandi District,"17,54,898",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_8,National Competitive Bid,Works,Nil,Nil,"1,491,838",30-Jan-2023,"INR 1,491,838",
Revival of KALAM-III LIP under BHAWANIPATNA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of KALAM-III LIP under Bhawanipatna Block in Kalahandi District,"9,18,491",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_7,National Competitive Bid,Works,Nil,Nil,"780,809",30-Jan-2023,"INR 780,809",
Revival of GANDABASA-II LIP under BHAWANIPATNA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of GANDABASA-II LIP under Bhawanipatna Block in Kalahandi District,"20,35,594",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_6,National Competitive Bid,Works,Nil,Nil,"1,730,459",30-Jan-2023,"INR 1,730,459",
Revival of DUMURIA LIP under BHAWANIPATNA BLOCK in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of DUMURIA LIP under Bhawanipatna Block in Kalahandi District,"23,31,056",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_5,National Competitive Bid,Works,Nil,Nil,"1,981,631",30-Jan-2023,"INR 1,981,631",
Revival of JODABANDHA-I LIP under NARLA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of JODABANDHA-I LIP under NARLA Block in Kalahandi District,"13,74,690",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_44,National Competitive Bid,Works,Nil,Nil,"1,168,624",30-Jan-2023,"INR 1,168,624",
Revival of SARGIGUDA-II LIP under NARLA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of SARGIGUDA-II LIP under NARLA Block in Kalahandi District,"13,85,740",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_43,National Competitive Bid,Works,Nil,Nil,"1,178,017",30-Jan-2023,"INR 1,178,017",
Revival of JODABANDHA-IV LIP under NARLA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of JODABANDHA-IV LIP under NARLA Block in Kalahandi District,"13,83,530",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_42,National Competitive Bid,Works,Nil,Nil,"1,176,139",30-Jan-2023,"INR 1,176,139",
Revival of JODABANDHA-III LIP under NARLA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of JODABANDHA-III LIP under NARLA Block in Kalahandi District,"13,06,489",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_41,National Competitive Bid,Works,Nil,Nil,"1,110,647",30-Jan-2023,"INR 1,110,647",
Revival of GHODABANDHA-II LIP under NARLA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of GHODABANDHA-II LIP under NARLA Block in Kalahandi District,"13,06,489",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_40,National Competitive Bid,Works,Nil,Nil,"1,110,646",30-Jan-2023,"INR 1,110,646",
Revival of CHANDOPALA-IV LIP under BHAWANIPATNA BLOCK in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of CHANDOPALA-IV LIP under Bhawanipatna Block in Kalahandi District,"8,41,449",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_4,National Competitive Bid,Works,Nil,Nil,"715,315",30-Jan-2023,"INR 715,315",
Revival of LUHAGAON-III LIP under DHARAMGARH Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of LUHAGAON-III LIP under DHARAMGARH Block in Kalahandi District,"17,75,948",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_39,National Competitive Bid,Works,Nil,Nil,"1,509,733",30-Jan-2023,"INR 1,509,733",
Revival of BHATRAGUDA- IV LIP under JUNAGARH Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of BHATRAGUDA- IV LIP under JUNAGARH Block in Kalahandi District,"13,85,740",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_38,National Competitive Bid,Works,Nil,Nil,"1,178,017",30-Jan-2023,"INR 1,178,017",
Revival of MASIGAON-II LIP under JUNAGARH Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of MASIGAON-II LIP under JUNAGARH Block in Kalahandi District,"13,90,740",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_37,National Competitive Bid,Works,Nil,Nil,"1,182,268",30-Jan-2023,"INR 1,182,268",
Revival of MAHIMA LIP under KOKSARA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of MAHIMA LIP under KOKSARA Block in Kalahandi District,"11,64,616",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_36,National Competitive Bid,Works,Nil,Nil,"990,040",30-Jan-2023,"INR 990,040",
Revival of NUAMUNDA-II LIP under GOLAMUNDA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of NUAMUNDA-II LIP under GOLAMUNDA Block in Kalahandi District,"13,88,530",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_35,National Competitive Bid,Works,Nil,Nil,"1,180,389",30-Jan-2023,"INR 1,180,389",
Revival of RENGSAPALI LIP under GOLAMUNDA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of RENGSAPALI LIP under GOLAMUNDA Block in Kalahandi District,"13,88,530",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_34,National Competitive Bid,Works,Nil,Nil,"1,180,390",30-Jan-2023,"INR 1,180,390",
Revival of SANDARLA LIP under TH. RAMPUR Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of SANDARLA LIP under TH. RAMPUR Block in Kalahandi District,"24,90,140",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_33,National Competitive Bid,Works,Nil,Nil,"2,116,868",30-Jan-2023,"INR 2,116,868",
Revival of KATHAKURA-I LIP under TH. RAMPUR Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of KATHAKURA-I LIP under TH. RAMPUR Block in Kalahandi District,"24,36,210",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_32,National Competitive Bid,Works,Nil,Nil,"2,071,022",30-Jan-2023,"INR 2,071,022",
Revival of GOPALPUR-II LIP under TH. RAMPUR Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of GOPALPUR-II LIP under TH. RAMPUR Block in Kalahandi District,"17,65,948",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_31,National Competitive Bid,Works,Nil,Nil,"1,501,232",30-Jan-2023,"INR 1,501,232",
Revival of DHOLPAS-II LIP under TH. RAMPUR Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of DHOLPAS-II LIP under TH. RAMPUR Block in Kalahandi District,"6,10,324",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_30,National Competitive Bid,Works,Nil,Nil,"546,240",30-Jan-2023,"INR 546,240",
Revival of BILEIKUNI-IV LIP under BHAWANIPATNA BLOCK in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of Bileikuni-IV LIP under Bhawanipatna Block in Kalahandi District,"5,43,283",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_3,National Competitive Bid,Works,Nil,Nil,"461,845",30-Jan-2023,"INR 461,845",
Revival of DHOLPAS-I LIP under TH. RAMPUR Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of DHOLPAS-I LIP under TH. RAMPUR Block in Kalahandi District,"6,48,845",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_29,National Competitive Bid,Works,Nil,Nil,"580,716",30-Jan-2023,"INR 580,716",
Revival of RAGHUNATHPUR LIP under LANJIGARH Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of RAGHUNATHPUR LIP under LANJIGARH Block in Kalahandi District,"21,89,677",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_27,National Competitive Bid,Works,Nil,Nil,"1,861,445",30-Jan-2023,"INR 1,861,445",
Revival of PANIMUNDA-III LIP under LANJIGARH Block in Kalahandi District.,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of PANIMUNDA-III LIP under LANJIGARH Block in Kalahandi District,"5,81,073",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_26,National Competitive Bid,Works,Nil,Nil,"493,970",30-Jan-2023,"INR 493,970",
Revival of PANIMUNDA-II LIP under LANJIGARH Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of PANIMUNDA-II LIP under LANJIGARH Block in Kalahandi District,"5,42,552",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_25,National Competitive Bid,Works,Nil,Nil,"461,223",30-Jan-2023,"INR 461,223",
Revival of PANIMUNDA LIP under LANJIGARH Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of PANIMUNDA LIP under LANJIGARH Block in Kalahandi District,"21,51,156",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_24,National Competitive Bid,Works,Nil,Nil,"1,828,697",30-Jan-2023,"INR 1,828,697",
Revival of BORINGPADAR-II LIP under LANJIGARH Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of BORINGPADAR-II LIP under LANJIGARH Block in Kalahandi District,"18,81,511",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_21,National Competitive Bid,Works,Nil,Nil,"1,599,473",30-Jan-2023,"INR 1,599,473",
Revival of BILEIKUNI-II LIP under BHAWANIPATNA BLOCK in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of Bileikuni-II LIP under Bhawanipatna Block in Kalahandi District,"6,10,324",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_2,National Competitive Bid,Works,Nil,Nil,"518,836",20-Jan-2023,"INR 518,836",
Revival of MALPADA-II LIP under KESINGA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of MALPADA-II LIP under KESINGA Block in Kalahandi District,"3,11,427",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_19,National Competitive Bid,Works,Nil,Nil,"264,744",30-Jan-2023,"INR 264,744",
Revival of KUTINGIPADAR LIP under KESINGA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of KUTINGIPADAR LIP under KESINGA Block in Kalahandi District,"23,71,231",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_18,National Competitive Bid,Works,Nil,Nil,"2,015,783",30-Jan-2023,"INR 2,015,783",
Revival of RAJAPADA-II LIP under KESINGA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of RAJAPADA-II LIP under KESINGA Block in Kalahandi District,"22,28,198",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_17,National Competitive Bid,Works,Nil,Nil,"1,894,191",30-Jan-2023,"INR 1,894,191",
Revival of BELKHANDI-V LIP under KESINGA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of BELKHANDI-V LIP under KESINGA Block in Kalahandi District,"10,43,322",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_16,National Competitive Bid,Works,Nil,Nil,"886,928",30-Jan-2023,"INR 886,928",
Revival of BELKHANDI-IV LIP under KESINGA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of BELKHANDI-IV LIP under KESINGA Block in Kalahandi District,"8,14,408",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_15,National Competitive Bid,Works,Nil,Nil,"692,328",30-Jan-2023,"INR 692,328",
Revival of KARLAKOTA LIP under BHAWANIPATNA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of KARLAKOTA LIP under Bhawanipatna Block in Kalahandi District,"22,55,669",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_14,National Competitive Bid,Works,Nil,Nil,"1,917,544",30-Jan-2023,"INR 1,917,544",
Revival of GOBARA-II LIP under BHAWANIPATNA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of GOBARA-II LIP under Bhawanipatna Block in Kalahandi District,"21,40,106",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_13,National Competitive Bid,Works,Nil,Nil,"1,819,304",30-Jan-2023,"INR 1,819,304",
Revival of GOBARA-I LIP under BHAWANIPATNA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of GOBARA-I LIP under Bhawanipatna Block in Kalahandi District,"21,78,627",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_12,National Competitive Bid,Works,Nil,Nil,"1,852,051",30-Jan-2023,"INR 1,852,051",
Revival of TILJODI LIP under BHAWANIPATNA Block in Kalahandi District,Bhawanipatna,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,"L.I.Division, Bhawanipatna",Construction of Head works installation and Energisation of TILJODI LIP under Bhawanipatna Block in Kalahandi District,"23,43,760",Civil Works - Lift Irrigation Schemes,NA,766001,BID OLIC-BPT-01/2022-23 Dt.13.10.2022,2022_OLIC_82583_11,National Competitive Bid,Works,Nil,Nil,"1,992,431",30-Jan-2023,"INR 1,992,431",
